date,headline,source,compound,sentiment
2023-05-07,"Happiest Minds, Latent View, Lupin, Indian Bank, Manappuram Finance among companies to report Q4 FY23 results | Full list of earning results week ahead - ET Now",ET Now,0.6369,Positive
2023-05-07,Fixed Deposit calculator: Senior Citizens can turn Rs 3 lakh into guaranteed Rs 4.8 lakh in 5 years - The Financial Express,The Financial Express,0.0,Neutral
2023-05-08,"Canara Bank Q4 Results: Net profit zooms 90% YoY to Rs 3,175 crore; Rs 12/share dividend declared - The Economic Times",The Economic Times,0.4404,Positive
2023-05-09,"Stocks to buy on May 9, 2023: Britannia Industries, ABB, Ashok Leyland, ITC - Business Today",Business Today,0.0,Neutral
2023-05-09,"SBI, HDFC Bank, ICICI Bank, Axis Bank, Kotak Mahindra credit card users: Know IRDAI’s latest rule on loan repayment - The Economic Times",The Economic Times,0.3818,Positive
2023-05-11,Zee-Sony merger to face fresh roadblock - Mint,Mint,0.3182,Positive
2023-05-11,"Under the ESOP scheme, HDFC Bank allots 4,561,966 equity shares - HR Katha",HR Katha,0.296,Positive
2023-05-11,HDFC-HDFC Bank merger: SEBI grants final approval for proposed change in control of HDFC AMC - Elets BFSI,Elets BFSI,0.6124,Positive
2023-05-12,"Best bank stock to buy in 2023: HDFC Bank, Axis Bank, ICICI Bank, others - Business Today",Business Today,0.6369,Positive
2023-05-15,NSE launches WTI Crude Oil and Natural Gas futures contracts - Mint,Mint,-0.296,Negative
2023-05-15,"Post-merger HDFC Bank faces `dharmsankat’ over life insurance arm, says Macquarie - The Times of India",The Times of India,0.0,Neutral
2023-05-16,Astral Pipes Q4 Results: Net profit rises 45% YoY to Rs 206 cr; revenue up 8% - The Economic Times,The Economic Times,0.4404,Positive
2023-05-16,"HDFC, HDFC Bank turn ex-date for dividend; shares fall up to 2% - Business Standard",Business Standard,0.296,Positive
2023-05-17,Bank of Baroda Q4 results get a thumbs-up from brokerages; can the stock continue to gain? - Mint,Mint,0.5267,Positive
2023-05-17,RBI clears SBI Funds to buy up to 9.99% stake in HDFC Bank - The Times of India,The Times of India,0.0772,Positive
2023-05-17,MSCI’s move and the impact on HDFC and HDFC Bank stocks - ICICI Direct,ICICI Direct,0.0,Neutral
2023-05-17,RBI okays SBI Funds Management’s acquisition of 9.9% stake in HDFC Bank - Fortune India,Fortune India,0.4767,Positive
2023-05-17,"IKEA, HDFC to launch financing options to make products more affordable - Business Standard",Business Standard,0.0,Neutral
2023-05-17,"Good news for 23 lakh policyholders at HDFC Life, insurer to pay highest ever bonus of ₹3,660 cr; details here - Mint",Mint,0.7184,Positive
2023-05-17,RBI allows SBI Funds to buy up to 9.99% stake in HDFC Bank - Mint,Mint,0.0,Neutral
2023-05-18,LIC shares fall nearly 40 pc in first year of listing; investors’ wealth erode by Rs 1.93 lakh crore - The Hills Times,The Hills Times,0.6597,Positive
2023-05-18,Promoter of BLS International Services offloads shares worth Rs 196 cr - The Times of India,The Times of India,0.4767,Positive
2023-05-18,Vedanta shares rise after announcement of dividend record date. Details here - Mint,Mint,0.296,Positive
2023-05-18,Zomato Q4 Results Preview: Here's what to expect from foodtech giant - The Economic Times,The Economic Times,0.0,Neutral
2023-05-19,"Dev Information Technology announces excellent earnings for Q4 & FY23, Q4 revenue up 40% YoY - Mint",Mint,0.5719,Positive
2023-05-19,"PNB Q4 Results: PAT grows multifold to Rs 1,159 crore; NII up 30% YoY - The Economic Times",The Economic Times,0.0,Neutral
2023-05-19,Bandhan Bank Q4 results: Profit plunges 57% to Rs 808 crore; lender declares Rs 1.50 dividend - Business Today,Business Today,0.4404,Positive
2023-05-19,"Should investors buy, sell or hold SBI shares after Q4 results? - Fortune India",Fortune India,0.296,Positive
2023-05-20,Here's how much profit India's top 10 companies earned in FY23 - The Economic Times,The Economic Times,0.5719,Positive
2023-05-22,Senior Citizen Recurring Deposit (RD) interest rate jumps near 10% in new rate regime. 5 banks compared - The Financial Express,The Financial Express,0.4588,Positive
2023-05-23,State Bank of India Rs 2000 note exchange: Do you have to fill out a form? SBI clarifies - The Financial Express,The Financial Express,0.2263,Positive
2023-05-25,"HDFC Bank looks attractive amid merger, growth expectations; how much is the upside? - Mint",Mint,0.6705,Positive
2023-05-26,"Stocks that share market analysts recommended on May 26, 2023: HDFC Bank, Dilip Buildcon, Bharat Electronics, Indus Towers - Business Today",Business Today,0.4588,Positive
2023-05-29,"NHPC Q4 Results: Net profit up 37% to ₹643 crore, revenue up 21%; dividend declared - Mint",Mint,0.4404,Positive
2023-05-29,"Bank Nifty hits fresh record high, may rally further; ICICI Bank, Axis Bank, SBI may rise - Business Today",Business Today,0.6124,Positive
2023-05-30,Sobha Q4 results: Share price surges over 9% on strong net profit growth - Mint,Mint,0.875,Positive
2023-05-30,HDFC Bank launches special fixed deposit (FD) schemes with higher interest rates. Details here - Mint,Mint,0.6908,Positive
2023-05-30,FD interest rates up to 7.75%: HDFC Bank launches new fixed deposit schemes. Check details - Business Today,Business Today,0.4588,Positive
2023-05-31,HDFC Life shares up 3% after bulk deal by Abrdn; what's next for this insurance stock? - Business Today,Business Today,0.296,Positive
2023-05-31,HDFC Bank may buy 1.6% in HDFC Life from JV partner - The Economic Times,The Economic Times,0.0,Neutral
2023-06-01,A look at 5 flexi-cap funds - Morningstar,Morningstar,0.0,Neutral
2023-06-05,ICICI Bank is now India's second most-expensive banking stock - CNBC TV18,CNBC TV18,0.0,Neutral
2023-06-05,HDFC Bank suspends top official after video of him abusing colleagues during online meet went viral |Watch - Mint,Mint,-0.296,Negative
2023-06-05,HDFC Bank to take No. 1 slot in home loan market after HDFC merger - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2023-06-05,"South Indian Bank shares zoom 159% from 52-week low; time to buy, sell or hold? - Business Today",Business Today,0.0258,Neutral
2023-06-07,HDFC Bank hikes key lending rates by 0.05-0.15%; should borrowers worry? - Zee Business,Zee Business,-0.4404,Negative
2023-06-07,HDFC Bank hikes MCLR rates by up to 15 bps on overnight to six months tenure; EMIs to go up - Mint,Mint,0.0,Neutral
2023-06-07,SBI Fixed Deposit interest rate history: State Bank of India offered 10.5% FD rate in past - The Financial Express,The Financial Express,0.4588,Positive
2023-06-10,Why the suspended HDFC manager is the new posterboy of canniba-capita-lism - The Economic Times,The Economic Times,-0.4767,Negative
2023-06-12,"HDFC Bank customer? Know what the bank says about 20% TCS on forex withdrawals, remittances under LRS - The Financial Express",The Financial Express,0.0,Neutral
2023-06-13,India Set For $168 Billion Finance Behemoth As HDFC Merger Nears - NDTV Profit,NDTV Profit,0.4404,Positive
2023-06-14,"60 MF schemes to hold Rs 5,000 crore worth HDFC Bank shares beyond Sebi limit post merger - TradingView",TradingView,0.4767,Positive
2023-06-14,NSE lays framework for action against brokers for misuse of clients funds - Business Standard,Business Standard,0.0,Neutral
2023-06-15,HDFC Bank SWOT Analysis (2026) - Business Model Analyst,Business Model Analyst,0.0,Neutral
2023-06-15,Varun Beverages share price jumps 6% on stock split; should you buy? See what analysts say - Business Today,Business Today,0.296,Positive
2023-06-19,"Barings PE, ChrysCapital acquire 90% stake in HDFC Credila for Rs 9,060 cr - Business Standard",Business Standard,0.0,Neutral
2023-06-19,"Bank of Baroda shares climb 3%; PSU crosses Rs 1,00,000 crore in market cap - Business Today",Business Today,0.296,Positive
2023-06-19,List of Bank Nifty Stocks - Equitypandit,Equitypandit,0.4019,Positive
2023-06-20,"BPEA EQT set to acquire majority stake in HDFC Credila for ₹9,060 cr - Mint",Mint,0.0,Neutral
2023-06-20,"HDFC sells education loan arm HDFC Credila to PE firms for Rs 9,060 crore - Business Standard",Business Standard,0.0,Neutral
2023-06-20,Why does it make sense to go for HDFC Bank and Bank of Baroda? Anand Tandon answers - The Economic Times,The Economic Times,0.0,Neutral
2023-06-20,"Smallcap financial service company TruCap Finance lists on NSE, stock up 6% on debut - Mint",Mint,0.0,Neutral
2023-06-20,How the HDFC-HDFC Bank Merger Will Impact Equity Mutual Fund Holdings - PersonalFN,PersonalFN,0.0,Neutral
2023-06-21,HDFC Life gets CCI nod for HDFC's additional stake buying; stocks rise - Fortune India,Fortune India,0.0,Neutral
2023-06-21,"Buzzing stocks on June 21, 2023: Piramal Enterprises, Shriram Finance, Alok Industries, HDFC Bank, others - Business Today",Business Today,0.0,Neutral
2023-06-22,HDFC Ltd and HDFC Bank Trend Bullish Ahead of Merger - Equitymaster,Equitymaster,0.0,Neutral
2023-06-22,"Sensex hits fresh all-time high, Nifty tad away from lifetime peak; Swan Energy & Aether Industries jump up to 8% - Business Today",Business Today,0.7269,Positive
2023-06-22,IFFCO signs agreement for export of nano liquid urea to US - Mint,Mint,0.4939,Positive
2023-06-22,HDFC warrants to list under HDFC Bank - Mint,Mint,0.0,Neutral
2023-06-23,Insurance regulator approves transfer of HDFC Life shares to HDFC Bank - The Economic Times,The Economic Times,0.5994,Positive
2023-06-23,HDFC expected to sell loan portfolio of 2 Ghaziabad-based five-star hotels to Prudent ARC: Report - Mint,Mint,0.0,Neutral
2023-06-27,"All HDFC stocks closed higher, following the announcement of the merger | Stock Market News - Mint",Mint,0.0,Neutral
2023-06-27,HDFC Chairman Deepak Parekh to step down post merger with HDFC Bank - Mint,Mint,0.0,Neutral
2023-06-27,"HDFC, HDFC Bank merger effective July 1; HDFC shares delisting on July 13 - Business Standard",Business Standard,0.6486,Positive
2023-06-27,HDFC Bank’s $173 Billion Merger With Its Parent Creates a ‘Lucrative’ Arbitrage Trade in India - Bloomberg.com,Bloomberg.com,0.2732,Positive
2023-06-27,How will the merger affect the share prices of HDFC Bank and HDFC Ltd? - The Times of India,The Times of India,0.296,Positive
2023-06-27,"HDFC-HDFC Bank merger likely to be effective July 1, HDFC to be delisted on July 13: Deepak Parekh - Business Today",Business Today,0.4767,Positive
2023-06-27,HDFC Life Insurance shares jump 4%; here’s why - Fortune India,Fortune India,0.296,Positive
2023-06-27,HDFC Bank-HDFC merger comes into effect on July 1; checkÂ details - DNA India,DNA India,0.0,Neutral
2023-06-27,"HDFC merger boost lifts Sensex 446 pts; Nifty ends atop 18,800; VIX down 6% - Business Standard",Business Standard,0.6597,Positive
2023-06-27,HDFC-HDFC Bank merger to take place on July 1; HDFC to delist on July 13 - Fortune India,Fortune India,0.0,Neutral
2023-06-27,"HDFC-HDFC Bank merger to be effective July 1, shares rise nearly 2% - India Today",India Today,0.6486,Positive
2023-06-27,HDFC-HDFC Bank merger: The story behind success of housing finance behemoth - Business Standard,Business Standard,0.5719,Positive
2023-06-27,"India's HDFC, HDFC Bank merger to be effective July 1 - Reuters",Reuters,0.4767,Positive
2023-06-28,"Mukul Agrawal multibagger stocks: CEAT, Karur Vysya Bank, Ion Exchange, other Mukul Agrawal shares that outperformed Nifty, Sensex in one year - Business Today",Business Today,0.5994,Positive
2023-06-28,HDFC and HDFC Bank merger: What to expect - The Times of India,The Times of India,0.0,Neutral
2023-06-28,Why HDFC Life Share Price is Rising - Equitymaster,Equitymaster,0.296,Positive
2023-06-28,HDFC-HDFC Bank merger on July 1 - The Times of India,The Times of India,0.0,Neutral
2023-06-29,ICICI Bank to delist broking arm ICICI Securities in $622 million share swap deal - India Today,India Today,0.5267,Positive
2023-06-29,HDFC makes HDFC Life a subsidiary by raising its stake to 50.33% - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2023-06-29,Bank Giant Bigger Than Morgan Stanley Arises From India Merger - Bloomberg.com,Bloomberg.com,0.0,Neutral
2023-06-29,HDFC twins merger: What does the merger mean for depositors and borrowers? - Mint,Mint,0.0,Neutral
2023-06-29,"How HDFC Bank HDFC merger boosted Sensex, Nifty to life-time high — explained - Mint",Mint,0.6369,Positive
2023-06-30,HDFC Ltd to merge into HDFC Bank to create financial behemoth - lokmattimes.com,lokmattimes.com,0.2732,Positive
2023-06-30,"HDFC to merge into HDFC Bank on July 1, create India’s financial behemoth - Reuters",Reuters,0.2732,Positive
2023-06-30,"HDFC-HDFC Bank mega merger to be effective July 1, Jul 13 fixed as record date - The Economic Times",The Economic Times,0.4767,Positive
2023-06-30,HDFC-HDFC Bank merger: How did the story unfold over time? - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2023-06-30,HDFC-HDFC Bank shares: Merger likely to be effective July 1; how to trade the stock ahead of merger - CNBC TV18,CNBC TV18,0.6486,Positive
2023-06-30,Deepak Parekh: The architect of India's largest private sector Bank - The Economic Times,The Economic Times,0.0,Neutral
2023-06-30,A newly merged Indian bank is set to become bigger than HSBC and Citigroup - qz.com,qz.com,0.0,Neutral
2023-06-30,"Sensex, Nifty touch fresh all-time high levels in early trade - The Hindu",The Hindu,0.6124,Positive
2023-06-30,Is HDFC Bank’s lacklustre stock performance about to get better with a stronger mortgage portfolio? - Business Today,Business Today,0.6705,Positive
2023-06-30,"HDFC, HDFC Bank boards approve July 1 as effective date of mega merger and July 13 as record date - Business Today",Business Today,0.4767,Positive
2023-06-30,"Fourth LARGEST bank in the world! HDFC-HDFC Bank merger to create MASSIVE $172 bn BEHEMOTH; to challenge China, US peers - ET Now",ET Now,0.4003,Positive
2023-06-30,"HDFC Ergo becomes subsidiary of HDFC Ltd, sells 36,42,290 equity shares - Business Standard",Business Standard,0.296,Positive
2023-06-30,"Stocks to watch on June 30, 2023: Bajaj Finance, Wipro, Bajaj Auto, Bank of Baroda, others - Business Today",Business Today,0.0,Neutral
2023-06-30,Full text of Deepak Parekh's last letter to HDFC shareholders; read here - Mint,Mint,0.0,Neutral
2023-06-30,Harsh Goenka likens Deepak Parekh’s retirement to Sachin Tendulkar’s farewell - Mint,Mint,-0.4404,Negative
2023-06-30,HDFC acquires 36 lakh additional shares of HDFC Ergo to take overall stake to 50.5% - Business Today,Business Today,0.296,Positive
2023-06-30,HDFC To Be World’s 4th Biggest Bank After Merger; Enters Big Boys League | Details - Mint,Mint,0.0,Neutral
2023-06-30,"Stock Market Highlights: Nifty, Sensex at record closing highs, post biggest quarterly gains in 2 years - CNBC TV18",CNBC TV18,0.6249,Positive
2023-07-01,HDFC Bank and HDFC Merger Creates a Financial Powerhouse - Moneylife,Moneylife,0.2732,Positive
2023-07-01,Aim is to create one HDFC Bank in every four years: CEO Sashi Jagdishan - Business Standard,Business Standard,0.2732,Positive
2023-07-01,"HDFC-HDFC Bank merger: On global stage today, $180 bn banking giant - Business Standard",Business Standard,0.0,Neutral
2023-07-01,"Boards of HDFC Bank, HDFC give nod to merger plan - The Economic Times",The Economic Times,0.0,Neutral
2023-07-01,HDFC-HDFC Bank Merger: How Will The Mega Merger Impact The Banking Sector And Markets - outlookbusiness.com,outlookbusiness.com,0.0,Neutral
2023-07-01,HDFC Bank and HDFC Ltd merge to form a powerhouse financial organization: What you need to know - Mint,Mint,0.0,Neutral
2023-07-01,"Account number, deposit renewal & more: How the HDFC-HDFC Bank merger will impact FD investors - Mint",Mint,0.0772,Positive
2023-07-01,HDFC-HDFC Bank Merger: A look at the timeline of the move - CNBC TV18,CNBC TV18,0.0,Neutral
2023-07-01,"HDFC, HDFC Bank merger effective today, July 13 will be record date - CNBC TV18",CNBC TV18,0.4767,Positive
2023-07-01,"From HDFC Bank to SBI, here are India's top 10 biggest banks. Check here - Mint",Mint,0.2023,Positive
2023-07-01,"HDFC Bank initiates rebranding process of HDFC offices, branches after merger - Business Today",Business Today,0.0,Neutral
2023-07-01,"HDFC Bank starts rebranding HDFC Ltd offices, branches after merger - Business Standard",Business Standard,0.0,Neutral
2023-07-01,HDFC-HDFC Bank merger: What existing home loan borrowers of HDFC need to know - Business Today,Business Today,0.0,Neutral
2023-07-01,How HDFC and HDFC bank multiplied the wealth of MF investors - Moneycontrol.com,Moneycontrol.com,0.4939,Positive
2023-07-01,HDFC settles in the banking arm’s fold - Mint,Mint,0.0,Neutral
2023-07-01,Merger raises HDFC Bank's total business to over Rs 41 lakh crore - The Times of India,The Times of India,0.0,Neutral
2023-07-01,HDFC merger marks rise of private banks - The Times of India,The Times of India,0.0,Neutral
2023-07-01,HDFC Bank HDFC merger: What this twins merger mean for Indian stock market — explained in five points - Mint,Mint,0.0,Neutral
2023-07-01,HDFC twins merger: What will happen to your HDFC shares after HDFC Bank takeover? - Mint,Mint,0.296,Positive
2023-07-02,Deepak Parekh bids adieu: Why the man who built HDFC never owned more than 1% of it - The Economic Times,The Economic Times,0.0,Neutral
2023-07-02,India's HDFC Bank completes $40 billion takeover of the country's largest mortgage lender. Here’s what it means - CNBC,CNBC,0.0,Neutral
2023-07-02,The reverse merger of HDFC with its subsidiary HDFC Bank raises over ₹41 lakh crore - Mint,Mint,0.0,Neutral
2023-07-02,HDFC vaults into ranks of world’s most valuable banks - Gulf Business,Gulf Business,0.5256,Positive
2023-07-03,HDFC Bank share price to remain in focus following merger with HDFC - Mint,Mint,0.296,Positive
2023-07-03,HDFC twins hit 52-week highs post merger; surge up to 4% - Fortune India,Fortune India,0.0,Neutral
2023-07-03,"India's HDFC Bank at record high post HDFC-merger, among world's top 10 banks by value - Reuters",Reuters,0.4939,Positive
2023-07-03,Birth of a behemoth! Rs 1 lakh invested in HDFC in 1995 would now be worth THIS MUCH - HDFC and HDFC Bank’s journey through decades - ET Now,ET Now,0.2942,Positive
2023-07-03,HDFC Bank Shares Zoomed on Merger with HDFC - Equitypandit,Equitypandit,0.296,Positive
2023-07-03,"IDFC First Bank to merge with IDFC, makes India's largest corporate deal - Business Standard",Business Standard,0.0,Neutral
2023-07-03,"After HDFC twins, IDFC First Bank plans merger with IDFC; board gives approval - The Economic Times",The Economic Times,0.4767,Positive
2023-07-03,How HDFC Bank HDFC merger will impact equity mutual funds — explained - Mint,Mint,0.0,Neutral
2023-07-03,What Happens If You Have Less Than 25 Shares Of HDFC? - NDTV Profit,NDTV Profit,0.5908,Positive
2023-07-03,"IDFC First Bank to merge with IDFC, share distribution ratio fixed at 155:100 - Zee Business",Zee Business,0.296,Positive
2023-07-03,"Will follow path and structure of ICICI, HDFC Bank: IDFC First Bank CEO - Business Standard",Business Standard,0.0,Neutral
2023-07-04,Why HDFC Bank Share Price is Rising - Equitymaster,Equitymaster,0.296,Positive
2023-07-04,A glimpse into the house that Deepak Parekh built - Mint,Mint,0.0,Neutral
2023-07-04,"Valued more than Morgan Stanley, but HDFC Bank has a score to settle with ICICI Bank - The Economic Times",The Economic Times,0.2382,Positive
2023-07-04,"HDFC Bank-HDFC merger: For advising on a $64 billion deal, bankers get a 0.0002% fee - The Times of India",The Times of India,0.0,Neutral
2023-07-04,"After HDFC twins, IDFC First Bank approves merger with IDFC; stock tanks 6% - Fortune India",Fortune India,0.4019,Positive
2023-07-04,What happens if you have less than 25 shares of HDFC post merger? - Trade Brains,Trade Brains,0.235,Positive
2023-07-04,EXPLAINED | What IDFC-IDFC First merger means for investors - Zee Business,Zee Business,0.0,Neutral
2023-07-04,HDFC twins to IDFC First Bank IDFC merger: What India Inc may expect to achieve from these amalgamations - Mint,Mint,0.0,Neutral
2023-07-05,LTIMindtree gains 3% as IT firm set to replace HDFC in Nifty50 from July 13 - Zee Business,Zee Business,0.34,Positive
2023-07-05,LTIMindtree to replace HDFC in Nifty 50 from July 13 - Fortune India,Fortune India,0.4019,Positive
2023-07-05,Explainer: How HDFC-HDFC Bank Merger Will Impact Stock Markets - outlookbusiness.com,outlookbusiness.com,0.0,Neutral
2023-07-05,Another merger in focus! IDFC First Bank shares climb 2%; IDFC hits fresh one-year high. Analyst views - Business Today,Business Today,0.5848,Positive
2023-07-05,"HDFC Bank posts 19.2% rise in Q1 deposits, 13.1% growth in gross advances - Moneycontrol.com",Moneycontrol.com,-0.128,Negative
2023-07-05,YES Bank shares gain as lender reports 7.5% growth in Q1 advances - Business Today,Business Today,0.8918,Positive
2023-07-06,"HDFC Bank-HDFC merger: Top ten changes for fixed deposit (FD), RD and other depositors after HDFC twins amalgamation - Mint",Mint,0.2023,Positive
2023-07-06,HDFC Ltd-HDFC Bank merger: Will HDFC Ltd investors get Rs 5-lakh DICGC insurance cover? - The Economic Times,The Economic Times,0.0,Neutral
2023-07-07,HDFC Bank to merge with HDFC Ltd. - Groww,Groww,0.0,Neutral
2023-07-07,What the HDFC Bank merger really means for investors - Capitalmind,Capitalmind,0.0,Neutral
2023-07-09,"BHEL, India Cements, 2 others placed under F&O ban on NSE for July 10; check details - Mint",Mint,-0.5574,Negative
2023-07-10,"In HDFC Bank integration process, 70% of HDFC top executives to retire - Business Standard",Business Standard,0.2023,Positive
2023-07-11,NSDL IPO: How does NSDL compete with CDSL? Here’s a comparison between the two depositories - Mint,Mint,0.0,Neutral
2023-07-11,"NSDL IPO: IDBI Bank, NSE, HDFC Bank, SBI, among major shareholders in the depository; take a look - Mint",Mint,0.0,Neutral
2023-07-12,An era ends as HDFC shares stop trading on stock exchanges - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2023-07-12,"HDFC merger effect: RIL, TCS, ICICI Bank may see weight adjustment in Nifty; many stocks to see inflows, outflows - Mint",Mint,0.4019,Positive
2023-07-12,"Nifty 50, Bank Nifty show off a new look with HDFC Bank ruling the roost - Moneycontrol.com",Moneycontrol.com,0.6597,Positive
2023-07-13,HDFC Ltd stops trading on bourses; merged entity to start trading today - The Indian Express,The Indian Express,-0.1531,Negative
2023-07-13,"HDFC Bank’s shares open at Rs 1,655 apiece on first day of trading post merger - The Indian Express",The Indian Express,0.296,Positive
2023-07-13,HDFC twins merger impact: Five changes that will take place after HDFC's exit from bourses - Mint,Mint,0.0,Neutral
2023-07-13,HDFC Bank offers interoperability of UPI and CBDC QR code payments - Business Standard,Business Standard,0.0,Neutral
2023-07-14,"45 years later, HDFC bids goodbye to Dalal Street - Finshots",Finshots,0.0,Neutral
2023-07-14,HDFC Bank top-traded NSE stock on first day post merger - Mint,Mint,0.0,Neutral
2023-07-14,Share swap: HDFC Bank issues over 311 crore new shares to HDFC stakeholders - CNBC TV18,CNBC TV18,0.5267,Positive
2023-07-14,HDFC Bank allots over 311 cr shares to HDFC Ltd shareholders in share swap - Business Standard,Business Standard,0.5267,Positive
2023-07-15,New HDFC Bank shares to list Monday; here’s how public holding rejigged in merged entity - The Economic Times,The Economic Times,0.296,Positive
2023-07-16,HDFC merger: tax implications for shareholders - Mint,Mint,0.0,Neutral
2023-07-17,HDFC Bank Net Profit Jumps 29% in First Quarterly Results After Merger - Equitypandit,Equitypandit,0.4404,Positive
2023-07-17,HDFC Bank Q1 Preview: Net profit expected to soar 26% YoY; margins in focus - Moneycontrol.com,Moneycontrol.com,0.4404,Positive
2023-07-17,"HDFC Bank Enters $100 Billion Market-Cap List, Becomes 7th Largest Global Lender - outlookbusiness.com",outlookbusiness.com,0.0,Neutral
2023-07-17,How HDFC-HDFC Bank merger impacts shareholders and mutual fund investors - Business Standard,Business Standard,0.0,Neutral
2023-07-17,"HDFC Bank enters $100-billion market-cap club, surpasses Morgan Stanley and Bank of China - Business Today",Business Today,0.0,Neutral
2023-07-17,"HDFC Bank, CRISIL, LTIMindtree, Bandhan Bank, others among stocks to watch on July 17, 2023 - Business Today",Business Today,0.0,Neutral
2023-07-17,"Jio Financial Services: Can RIL do a repeat of 2005? 3-5% upside possible for Reliance shares, says Nuvama - Business Today",Business Today,0.296,Positive
2023-07-17,"HDFC Bank Q1 Results: HDFC Bank Q1 net profit rises 30% YoY to ₹11,952 crore; NII jumps 21% - Mint",Mint,0.4404,Positive
2023-07-17,"HDFC Bank crosses $100 billion valuation, becomes world's 7th largest bank - Business Standard",Business Standard,0.0,Neutral
2023-07-17,"HDFC Bank Q1 earnings preview: Robust loan growth, merger synergies drive anticipation - Mint",Mint,0.6597,Positive
2023-07-17,Lloyds Metals soars 7% on NSE debut; stock up 137% so far in 2023 - Business Standard,Business Standard,0.0,Neutral
2023-07-17,$100 billion market-cap club! HDFC Bank turns world's 7th most valued lender - The Economic Times,The Economic Times,0.54,Positive
2023-07-17,Merged HDFC Bank mcap settles at $154.2 bn; 7th most valuable bank globally - Business Standard,Business Standard,0.5256,Positive
2023-07-18,"Reliance Industries (RIL), State Bank of India (SBI), HDFC Bank - Most profitable large-cap firms in FY23, PFC, Canara Bank among profitable mid-cap firms, BFSI sector witnesses massive growth: The Point - Business Today",Business Today,0.8268,Positive
2023-07-18,HDFC Bank profit jumps 30% on lower provisions - Mint,Mint,0.1779,Positive
2023-07-18,HDFC Bank share price targets: What analysts say on merged entity - Business Today,Business Today,0.296,Positive
2023-07-18,Tax Implications For Equity Shareholders In The HDFC–HDFC Bank Merger - NDTV Profit,NDTV Profit,0.4404,Positive
2023-07-18,HDFC Bank now world’s 7th largest lender - The New Indian Express,The New Indian Express,0.0,Neutral
2023-07-18,HDFC twins merger: Income tax implications that HDFC Bank shareholders should know - Mint,Mint,0.0,Neutral
2023-07-18,"Why shadow banks have a place despite HDFC, in 5 charts | Mint - Mint",Mint,0.0,Neutral
2023-07-18,Hdfc Bank Share Price and Analysis - Equitypandit,Equitypandit,0.296,Positive
2023-07-19,HDFC Bank CEO Sashidhar Jagdishan's remuneration jumps 62% in FY23 to Rs 10.55 cr; flags concerns on attrition - Business Today,Business Today,0.0,Neutral
2023-07-19,"Utkarsh Small Finance Bank IPO: How to check allotment status, step-by-step guide - Mint",Mint,0.0,Neutral
2023-07-20,Merged entity enjoys benefit of scale: HDFC Bank chairman - The Financial Express,The Financial Express,0.743,Positive
2023-07-20,HDFC Bank CEO Sashidhar Jagdishan's remuneration rises 62% to ₹10.57 cr in FY23 - Fortune India,Fortune India,0.0,Neutral
2023-07-20,HDFC Bank becomes 2nd most valuable company; TCS falls to 3rd place - The Times of India,The Times of India,0.5256,Positive
2023-07-20,"Reliance-JFSL Demerger: Jio Financial Services share price at Rs 261.85; RIL shares jump 1.5% today; check how BSE, NSE indices will treat JFS, when it is likely to be listed, and more - Business Today",Business Today,0.7269,Positive
2023-07-21,Union Bank of India Q2 Results 2026 - Find Union Bank of India Q2 Earnings Result | UNIONBANK Q2 results - Mint,Mint,0.0,Neutral
2023-07-21,"HDFC Life Q1 results: Net profit rises over 15%, net premium income up 17% - CNBC TV18",CNBC TV18,0.4404,Positive
2023-07-23,HDFC Bank expects 17-18% credit growth this year - Mint,Mint,0.6369,Positive
2023-07-23,Yes Bank Q2 Results 2026 - Find Yes Bank Q2 Earnings Result | YESBANK Q2 results - Mint,Mint,0.6597,Positive
2023-07-24,"Shoppers Stop Q1 results: Reports strong Q1FY24 results, with 8% ATV growth and expansion of brand - Mint",Mint,0.5719,Positive
2023-07-24,BSE Q2 Results 2026 - Find BSE Q2 Earnings Result | BSE Q2 results - Mint,Mint,0.0,Neutral
2023-07-24,Mishtann Foods Q1 Results 2026 - Find Mishtann Foods Q1 Earnings Result | Mishtann Foods Q1 results - Mint,Mint,0.0,Neutral
2023-07-24,Coffee Day Enterprises Q2 Results 2026 - Find Coffee Day Enterprises Q2 Earnings Result | COFFEEDAY Q2 results - Mint,Mint,0.0,Neutral
2023-07-24,Jaiprakash Associates Q4 Results 2026 - Find Jaiprakash Associates Q4 Earnings Result | JPASSOCIAT Q4 results - Mint,Mint,0.0,Neutral
2023-07-24,Kalyan Jewellers India Q3 Results 2026 - Find Kalyan Jewellers India Q3 Earnings Result | KALYANKJIL Q3 results - Mint,Mint,0.0,Neutral
2023-07-24,India’s banks show the impact of a buzzing economy and digital uplift - Euromoney,Euromoney,0.0,Neutral
2023-07-27,"NSE Q1 Results: Net profit rises 9% to ₹1,844 crore YoY, ₹7,889 crore goes to exchequer - Mint",Mint,0.4404,Positive
2023-07-27,"Facebook parent Meta predicts strong quarterly revenue fuelled by digital ad growth, shares rally - Mint",Mint,0.7964,Positive
2023-07-29,"IDFC First Bank Q1 results | Net profit zooms 61.3% to Rs 765.16 crore, NII up 36% - Moneycontrol.com",Moneycontrol.com,0.4404,Positive
